# source=measured_controller_ablation_timeseries, provisional=false
trial_id,mode,t_s,pitch_deg,command_speed_m_s,protection_triggered
e9_fixed_lqr_06,FIXED_LQR,2.780,-0.10107,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.800,0.05694,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.820,0.20533,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.840,0.06044,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.860,0.03758,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.880,-0.35229,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.900,-0.04075,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.920,0.00835,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.940,-0.14838,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.960,0.17030,0.000,0
e9_fixed_lqr_06,FIXED_LQR,2.980,-0.13551,0.000,0
e9_fixed_lqr_06,FIXED_LQR,3.000,-0.06943,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.200,0.08421,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.180,-0.06528,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.160,0.04071,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.140,-0.17495,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.120,0.02545,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.100,0.02514,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.080,-0.14239,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.060,-0.04719,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.040,-0.05471,0.000,0
e9_fixed_lqr_07,FIXED_LQR,-0.020,-0.02231,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.000,9.50616,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.020,9.33433,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.040,9.02893,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.060,8.34518,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.080,8.08389,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.100,7.56723,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.120,7.27374,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.140,6.71220,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.160,6.34671,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.180,6.09321,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.200,5.62083,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.220,5.19573,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.240,4.91442,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.260,4.50870,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.280,4.12483,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.300,4.00681,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.320,3.30110,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.340,3.14668,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.360,2.75279,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.380,2.30782,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.400,2.20685,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.420,1.52663,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.440,1.63738,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.460,1.05709,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.480,0.87996,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.500,0.53992,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.520,0.33484,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.540,0.09849,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.560,-0.00219,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.580,-0.12273,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.600,-0.30103,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.620,-0.54546,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.640,-0.59280,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.660,-0.67473,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.680,-0.99348,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.700,-1.08514,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.720,-0.99459,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.740,-1.14223,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.760,-1.32987,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.780,-1.50055,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.800,-1.53774,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.820,-1.54052,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.840,-1.46176,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.860,-1.71457,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.880,-1.46580,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.900,-1.42223,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.920,-1.51756,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.940,-1.41438,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.960,-1.42892,0.000,0
e9_fixed_lqr_07,FIXED_LQR,0.980,-1.46744,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.000,-1.43450,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.020,-1.29274,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.040,-1.39701,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.060,-1.38826,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.080,-1.21374,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.100,-1.30857,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.120,-1.39020,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.140,-1.12955,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.160,-1.09278,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.180,-0.96203,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.200,-1.02529,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.220,-1.23537,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.240,-0.82319,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.260,-0.83405,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.280,-0.60623,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.300,-0.71262,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.320,-0.81027,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.340,-0.72006,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.360,-0.59309,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.380,-0.80121,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.400,-0.45555,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.420,-0.55129,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.440,-0.28449,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.460,-0.37853,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.480,-0.34102,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.500,-0.28570,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.520,-0.14364,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.540,-0.35942,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.560,-0.30112,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.580,-0.34728,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.600,-0.18809,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.620,-0.01858,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.640,-0.10306,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.660,0.02749,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.680,0.01213,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.700,0.24998,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.720,-0.12101,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.740,0.13472,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.760,-0.09179,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.780,0.18677,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.800,-0.16407,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.820,0.42068,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.840,-0.00380,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.860,0.03423,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.880,0.09129,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.900,0.42037,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.920,0.04330,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.940,0.15456,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.960,0.00844,0.000,0
e9_fixed_lqr_07,FIXED_LQR,1.980,0.09641,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.000,0.23495,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.020,0.16578,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.040,0.17023,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.060,0.24368,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.080,0.33209,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.100,0.21032,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.120,0.31113,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.140,-0.01415,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.160,0.15634,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.180,0.14401,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.200,0.37042,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.220,0.24113,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.240,0.08984,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.260,0.00947,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.280,0.20472,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.300,0.09035,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.320,0.36276,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.340,0.27409,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.360,0.22383,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.380,0.05167,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.400,0.24957,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.420,0.07676,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.440,0.06606,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.460,0.21451,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.480,0.12282,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.500,0.09285,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.520,-0.05919,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.540,0.05565,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.560,-0.17926,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.580,0.09386,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.600,0.23281,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.620,0.01276,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.640,-0.03272,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.660,0.06262,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.680,0.11361,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.700,-0.02847,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.720,0.01067,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.740,-0.05284,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.760,-0.07300,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.780,-0.06775,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.800,0.13112,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.820,-0.00670,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.840,0.04784,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.860,-0.15352,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.880,-0.04947,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.900,0.16153,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.920,0.01640,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.940,-0.12797,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.960,0.26071,0.000,0
e9_fixed_lqr_07,FIXED_LQR,2.980,-0.07386,0.000,0
e9_fixed_lqr_07,FIXED_LQR,3.000,-0.06214,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.200,-0.02725,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.180,-0.09825,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.160,0.14622,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.140,0.00834,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.120,-0.10557,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.100,-0.01453,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.080,-0.00380,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.060,-0.04635,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.040,-0.02639,0.000,0
e9_fixed_lqr_08,FIXED_LQR,-0.020,0.02966,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.000,9.78214,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.020,9.48605,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.040,9.02008,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.060,8.76719,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.080,8.46108,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.100,7.65518,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.120,7.46895,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.140,7.07132,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.160,6.50543,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.180,6.38199,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.200,5.51023,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.220,5.46602,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.240,4.92546,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.260,4.45471,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.280,4.24760,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.300,3.75199,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.320,3.59486,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.340,3.16364,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.360,2.80974,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.380,2.26074,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.400,1.84222,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.420,1.73456,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.440,1.38748,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.460,1.19485,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.480,0.98581,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.500,0.58925,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.520,0.56062,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.540,0.40293,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.560,-0.16011,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.580,-0.39362,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.600,-0.21070,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.620,-0.73320,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.640,-0.65295,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.660,-0.86991,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.680,-1.11569,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.700,-0.98192,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.720,-1.24262,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.740,-1.19200,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.760,-1.23149,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.780,-1.25803,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.800,-1.23349,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.820,-1.36713,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.840,-1.51629,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.860,-1.81036,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.880,-1.56661,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.900,-1.60766,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.920,-1.64422,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.940,-1.54856,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.960,-1.59088,0.000,0
e9_fixed_lqr_08,FIXED_LQR,0.980,-1.56404,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.000,-1.68962,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.020,-1.43896,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.040,-1.46439,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.060,-1.36545,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.080,-1.49091,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.100,-1.60132,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.120,-1.18853,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.140,-1.19156,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.160,-1.30205,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.180,-1.26832,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.200,-1.01788,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.220,-0.87356,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.240,-1.01298,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.260,-0.91548,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.280,-0.93624,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.300,-0.85466,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.320,-0.52469,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.340,-0.77562,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.360,-0.59822,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.380,-0.62406,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.400,-0.49031,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.420,-0.51982,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.440,-0.59116,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.460,-0.26927,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.480,-0.37738,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.500,-0.41044,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.520,-0.50363,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.540,-0.11098,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.560,-0.12444,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.580,-0.06347,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.600,0.03518,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.620,-0.22774,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.640,-0.11286,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.660,-0.27346,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.680,0.04981,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.700,0.10435,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.720,0.18020,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.740,-0.06965,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.760,0.04653,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.780,0.07719,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.800,0.07535,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.820,0.01144,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.840,0.04955,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.860,0.13691,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.880,0.21377,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.900,0.21933,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.920,0.31779,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.940,0.19491,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.960,0.31974,0.000,0
e9_fixed_lqr_08,FIXED_LQR,1.980,0.17632,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.000,0.28761,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.020,0.12339,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.040,0.31772,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.060,0.30504,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.080,0.20731,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.100,0.16392,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.120,0.38964,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.140,0.19414,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.160,-0.11999,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.180,0.30909,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.200,0.25009,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.220,0.07414,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.240,0.01901,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.260,0.42719,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.280,-0.05312,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.300,0.27527,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.320,0.27330,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.340,0.12366,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.360,0.14020,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.380,0.26010,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.400,0.35678,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.420,0.10575,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.440,0.21924,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.460,0.04876,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.480,0.24923,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.500,0.30801,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.520,0.18913,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.540,0.25173,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.560,0.10071,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.580,0.11523,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.600,-0.09561,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.620,-0.04500,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.640,0.06710,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.660,0.04460,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.680,0.13407,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.700,0.06613,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.720,-0.03500,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.740,0.01291,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.760,0.06402,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.780,-0.14249,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.800,0.10925,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.820,0.16106,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.840,-0.16698,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.860,-0.15346,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.880,0.24392,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.900,0.07867,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.920,-0.04829,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.940,-0.17359,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.960,-0.05944,0.000,0
e9_fixed_lqr_08,FIXED_LQR,2.980,-0.11282,0.000,0
e9_fixed_lqr_08,FIXED_LQR,3.000,-0.05481,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.200,0.01608,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.180,-0.03073,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.160,0.03637,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.140,0.09808,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.120,-0.14604,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.100,0.08559,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.080,0.25188,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.060,-0.03057,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.040,0.12775,0.000,0
e9_fixed_lqr_09,FIXED_LQR,-0.020,-0.02105,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.000,9.57448,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.020,8.90999,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.040,8.86137,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.060,8.48619,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.080,7.98027,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.100,7.42028,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.120,7.09168,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.140,6.85885,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.160,6.35313,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.180,6.01433,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.200,5.43324,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.220,5.40507,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.240,4.88858,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.260,4.58766,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.280,3.86873,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.300,3.64228,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.320,3.39427,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.340,3.10716,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.360,2.71154,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.380,2.51247,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.400,1.94987,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.420,1.69397,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.440,1.33468,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.460,1.20102,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.480,0.94099,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.500,0.71338,0.000,0
e9_fixed_lqr_09,FIXED_LQR,0.520,0.51711,0.000,0
