trial_id,command_type,t_s,cmd_speed_m_s,cmd_yaw_rad_s,measured_speed_m_s,measured_yaw_rad_s,pitch_deg,protection_triggered,provisional,source
speed_060,speed_step,3.900,0.0000,0.0000,0.0023,0.0149,0.1699,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.920,0.0000,0.0000,0.0245,0.0145,-0.0206,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.940,0.0000,0.0000,0.0109,-0.0046,0.0149,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.960,0.0000,0.0000,0.0094,0.0122,-0.1270,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.980,0.0000,0.0000,0.0108,-0.0076,0.0934,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,4.000,0.0000,0.0000,0.0201,-0.0129,0.0038,0,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.500,0.0000,0.0000,-0.0110,0.0136,-0.0065,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.480,0.0000,0.0000,-0.0043,-0.0152,0.1773,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.460,0.0000,0.0000,-0.0134,-0.0192,0.2263,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.440,0.0000,0.0000,0.0059,-0.0128,0.1179,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.420,0.0000,0.0000,-0.0189,-0.0057,0.3104,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.400,0.0000,0.0000,-0.0063,-0.0092,-0.2363,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.380,0.0000,0.0000,-0.0089,-0.0028,0.2022,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.360,0.0000,0.0000,0.0230,-0.0260,0.0353,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.340,0.0000,0.0000,-0.0025,0.0002,0.0435,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.320,0.0000,0.0000,0.0036,0.0120,0.1150,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.300,0.0000,0.0000,-0.0077,-0.0126,-0.0466,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.280,0.0000,0.0000,0.0054,0.0084,0.0212,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.260,0.0000,0.0000,0.0086,0.0009,-0.1001,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.240,0.0000,0.0000,0.0017,-0.0109,-0.0224,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.220,0.0000,0.0000,-0.0047,-0.0055,0.0022,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.200,0.0000,0.0000,-0.0025,0.0123,-0.0873,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.180,0.0000,0.0000,0.0017,0.0076,0.0597,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.160,0.0000,0.0000,0.0046,0.0097,-0.1365,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.140,0.0000,0.0000,-0.0049,0.0082,0.0067,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.120,0.0000,0.0000,-0.0052,-0.0051,-0.1084,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.100,0.0000,0.0000,0.0025,0.0140,-0.1631,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.080,0.0000,0.0000,-0.0063,0.0227,0.1571,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.060,0.0000,0.0000,-0.0084,-0.0053,-0.0768,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.040,0.0000,0.0000,0.0053,0.0017,0.0699,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,-0.020,0.0000,0.0000,0.0161,-0.0198,0.0222,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.000,1.0000,0.0000,0.0009,-0.0144,-0.1240,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.020,1.0000,0.0000,0.0686,0.0112,0.6341,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.040,1.0000,0.0000,0.1130,0.0134,1.2112,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.060,1.0000,0.0000,0.1778,0.0060,1.9820,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.080,1.0000,0.0000,0.2431,0.0011,2.3343,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.100,1.0000,0.0000,0.2759,0.0058,2.6440,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.120,1.0000,0.0000,0.3328,-0.0269,3.0899,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.140,1.0000,0.0000,0.3594,0.0068,3.4877,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.160,1.0000,0.0000,0.4020,0.0097,3.5652,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.180,1.0000,0.0000,0.4566,-0.0144,3.7455,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.200,1.0000,0.0000,0.4798,-0.0265,3.9624,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.220,1.0000,0.0000,0.5020,-0.0171,3.9753,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.240,1.0000,0.0000,0.5274,0.0294,4.1200,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.260,1.0000,0.0000,0.5513,0.0039,4.1435,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.280,1.0000,0.0000,0.5971,-0.0250,4.1174,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.300,1.0000,0.0000,0.5882,0.0095,3.8921,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.320,1.0000,0.0000,0.6416,-0.0049,3.9172,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.340,1.0000,0.0000,0.6572,-0.0088,3.5704,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.360,1.0000,0.0000,0.6643,0.0040,3.4086,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.380,1.0000,0.0000,0.6794,0.0054,3.1757,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.400,1.0000,0.0000,0.6946,-0.0166,2.8718,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.420,1.0000,0.0000,0.7036,0.0124,2.7168,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.440,1.0000,0.0000,0.7098,0.0204,2.4971,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.460,1.0000,0.0000,0.7415,-0.0364,2.1234,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.480,1.0000,0.0000,0.7396,0.0344,2.0229,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.500,1.0000,0.0000,0.7472,0.0061,1.5894,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.520,1.0000,0.0000,0.7682,0.0005,1.3816,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.540,1.0000,0.0000,0.7817,0.0024,1.0184,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.560,1.0000,0.0000,0.7868,0.0139,1.0039,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.580,1.0000,0.0000,0.7962,0.0032,0.5681,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.600,1.0000,0.0000,0.7955,-0.0034,0.3354,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.620,1.0000,0.0000,0.7869,-0.0131,-0.0864,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.640,1.0000,0.0000,0.8030,-0.0084,-0.1104,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.660,1.0000,0.0000,0.8107,-0.0237,-0.2134,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.680,1.0000,0.0000,0.8147,-0.0100,-0.6432,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.700,1.0000,0.0000,0.8324,0.0116,-0.6460,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.720,1.0000,0.0000,0.8264,0.0201,-0.7443,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.740,1.0000,0.0000,0.8358,-0.0279,-0.7248,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.760,1.0000,0.0000,0.8479,-0.0188,-1.0294,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.780,1.0000,0.0000,0.8391,0.0041,-1.2979,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.800,1.0000,0.0000,0.8342,-0.0052,-1.1665,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.820,1.0000,0.0000,0.8434,-0.0123,-1.1112,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.840,1.0000,0.0000,0.8550,-0.0086,-1.2675,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.860,1.0000,0.0000,0.8520,-0.0188,-1.2188,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.880,1.0000,0.0000,0.8583,0.0162,-1.3259,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.900,1.0000,0.0000,0.8583,0.0111,-1.3138,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.920,1.0000,0.0000,0.8759,-0.0183,-1.3315,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.940,1.0000,0.0000,0.8829,-0.0124,-1.2502,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.960,1.0000,0.0000,0.8916,0.0194,-1.2361,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,0.980,1.0000,0.0000,0.8694,0.0138,-0.9899,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.000,1.0000,0.0000,0.8753,0.0143,-1.1718,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.020,1.0000,0.0000,0.8817,0.0098,-1.0554,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.040,1.0000,0.0000,0.8812,0.0010,-0.9741,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.060,1.0000,0.0000,0.8813,-0.0094,-0.8132,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.080,1.0000,0.0000,0.8570,0.0008,-0.7364,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.100,1.0000,0.0000,0.8655,-0.0220,-0.5342,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.120,1.0000,0.0000,0.8893,-0.0105,-0.5879,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.140,1.0000,0.0000,0.8764,-0.0050,-0.5993,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.160,1.0000,0.0000,0.8722,-0.0384,-0.3569,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.180,1.0000,0.0000,0.9032,-0.0186,-0.1210,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.200,1.0000,0.0000,0.8680,-0.0049,-0.3568,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.220,1.0000,0.0000,0.8722,-0.0013,-0.0911,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.240,1.0000,0.0000,0.8671,-0.0103,0.0444,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.260,1.0000,0.0000,0.8719,0.0040,-0.0403,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.280,1.0000,0.0000,0.8711,0.0056,0.1567,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.300,1.0000,0.0000,0.8931,-0.0087,0.1113,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.320,1.0000,0.0000,0.8706,-0.0183,0.1480,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.340,1.0000,0.0000,0.8963,-0.0190,0.2780,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.360,1.0000,0.0000,0.8776,0.0183,0.3676,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.380,1.0000,0.0000,0.8822,0.0110,0.1890,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.400,1.0000,0.0000,0.9019,-0.0145,0.3551,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.420,1.0000,0.0000,0.8784,0.0143,0.3607,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.440,1.0000,0.0000,0.8905,-0.0014,0.3917,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.460,1.0000,0.0000,0.8917,-0.0168,0.5379,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.480,1.0000,0.0000,0.8832,0.0013,0.3816,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.500,1.0000,0.0000,0.8912,-0.0259,0.3433,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.520,1.0000,0.0000,0.8882,-0.0089,0.4377,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.540,1.0000,0.0000,0.8797,-0.0151,0.3198,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.560,1.0000,0.0000,0.8764,0.0093,0.4947,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.580,1.0000,0.0000,0.8896,0.0006,0.3898,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.600,1.0000,0.0000,0.8908,-0.0232,0.3023,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.620,1.0000,0.0000,0.8883,-0.0158,0.2959,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.640,1.0000,0.0000,0.8751,-0.0037,0.5391,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.660,1.0000,0.0000,0.9033,0.0109,0.5097,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.680,1.0000,0.0000,0.8888,0.0047,0.2168,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.700,1.0000,0.0000,0.8847,0.0238,0.3640,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.720,1.0000,0.0000,0.8752,0.0081,0.2720,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.740,1.0000,0.0000,0.9043,-0.0169,0.1006,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.760,1.0000,0.0000,0.9043,0.0177,0.2431,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.780,1.0000,0.0000,0.8927,0.0177,0.0482,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.800,1.0000,0.0000,0.8978,-0.0023,0.1319,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.820,1.0000,0.0000,0.8880,-0.0130,-0.0431,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.840,1.0000,0.0000,0.8855,0.0209,0.1120,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.860,1.0000,0.0000,0.8860,-0.0207,0.1006,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.880,1.0000,0.0000,0.8864,0.0040,-0.0757,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.900,1.0000,0.0000,0.8850,0.0112,0.0704,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.920,1.0000,0.0000,0.8851,-0.0216,0.1997,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.940,1.0000,0.0000,0.8932,-0.0275,0.0212,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.960,1.0000,0.0000,0.8765,0.0232,-0.0569,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,1.980,1.0000,0.0000,0.9000,0.0159,-0.1845,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.000,1.0000,0.0000,0.8879,-0.0083,-0.0911,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.020,1.0000,0.0000,0.8799,0.0301,0.0742,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.040,1.0000,0.0000,0.8957,-0.0139,-0.0144,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.060,1.0000,0.0000,0.8907,-0.0015,-0.0403,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.080,1.0000,0.0000,0.8949,-0.0211,-0.0003,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.100,1.0000,0.0000,0.8824,0.0041,-0.2088,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.120,1.0000,0.0000,0.8809,-0.0025,-0.2070,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.140,1.0000,0.0000,0.8945,-0.0006,-0.2806,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.160,1.0000,0.0000,0.8936,-0.0164,-0.1928,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.180,1.0000,0.0000,0.8936,-0.0036,-0.1926,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.200,1.0000,0.0000,0.8911,0.0145,-0.1203,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.220,1.0000,0.0000,0.8853,-0.0087,-0.0616,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.240,1.0000,0.0000,0.8842,0.0220,0.0571,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.260,1.0000,0.0000,0.8909,0.0091,-0.0087,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.280,1.0000,0.0000,0.9001,0.0129,-0.3113,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.300,1.0000,0.0000,0.8817,-0.0075,-0.2635,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.320,1.0000,0.0000,0.9007,-0.0136,-0.0003,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.340,1.0000,0.0000,0.9078,-0.0132,-0.2219,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.360,1.0000,0.0000,0.8995,-0.0216,0.0412,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.380,1.0000,0.0000,0.8901,0.0080,-0.1777,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.400,1.0000,0.0000,0.8901,0.0145,-0.0668,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.420,1.0000,0.0000,0.8931,-0.0258,-0.1306,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.440,1.0000,0.0000,0.9021,0.0305,-0.1007,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.460,1.0000,0.0000,0.8825,-0.0179,-0.0528,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.480,1.0000,0.0000,0.8877,-0.0142,0.1419,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.500,1.0000,0.0000,0.8916,0.0037,0.0148,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.520,1.0000,0.0000,0.8803,0.0320,-0.1457,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.540,1.0000,0.0000,0.9059,0.0166,0.0416,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.560,1.0000,0.0000,0.8842,-0.0041,0.0376,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.580,1.0000,0.0000,0.8951,-0.0112,-0.0160,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.600,1.0000,0.0000,0.8963,0.0016,0.0768,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.620,1.0000,0.0000,0.8896,0.0117,-0.1123,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.640,1.0000,0.0000,0.8918,0.0053,0.0319,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.660,1.0000,0.0000,0.8864,0.0176,0.1628,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.680,1.0000,0.0000,0.8928,0.0009,0.1991,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.700,1.0000,0.0000,0.8958,-0.0055,-0.0017,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.720,1.0000,0.0000,0.8898,-0.0104,0.1612,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.740,1.0000,0.0000,0.8950,0.0242,0.0351,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.760,1.0000,0.0000,0.8847,-0.0150,0.0776,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.780,1.0000,0.0000,0.8910,0.0174,0.0651,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.800,1.0000,0.0000,0.8873,0.0002,0.0044,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.820,1.0000,0.0000,0.8735,0.0078,0.0109,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.840,1.0000,0.0000,0.8989,0.0087,-0.0209,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.860,1.0000,0.0000,0.8758,-0.0018,0.0378,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.880,1.0000,0.0000,0.8806,0.0319,0.0045,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.900,1.0000,0.0000,0.9027,0.0007,-0.0131,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.920,1.0000,0.0000,0.8966,-0.0088,-0.0809,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.940,1.0000,0.0000,0.8771,0.0057,-0.2047,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.960,1.0000,0.0000,0.9024,0.0004,-0.1305,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,2.980,1.0000,0.0000,0.8900,-0.0135,0.0326,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.000,1.0000,0.0000,0.8940,0.0032,-0.0580,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.020,0.0000,0.0000,0.8062,-0.0135,-0.0675,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.040,0.0000,0.0000,0.7570,-0.0270,0.0556,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.060,0.0000,0.0000,0.6868,0.0363,-0.0585,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.080,0.0000,0.0000,0.6351,0.0033,-0.1855,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.100,0.0000,0.0000,0.5604,-0.0150,0.0580,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.120,0.0000,0.0000,0.4984,-0.0182,0.0696,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.140,0.0000,0.0000,0.4782,-0.0191,-0.0843,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.160,0.0000,0.0000,0.4270,-0.0057,-0.0164,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.180,0.0000,0.0000,0.4056,-0.0260,-0.0489,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.200,0.0000,0.0000,0.3546,-0.0056,0.0549,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.220,0.0000,0.0000,0.3422,-0.0128,0.0217,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.240,0.0000,0.0000,0.3018,-0.0060,-0.2466,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.260,0.0000,0.0000,0.2695,0.0028,0.0280,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.280,0.0000,0.0000,0.2612,0.0043,-0.1086,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.300,0.0000,0.0000,0.2356,0.0096,-0.0716,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.320,0.0000,0.0000,0.2052,0.0252,0.1075,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.340,0.0000,0.0000,0.1872,0.0024,-0.0717,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.360,0.0000,0.0000,0.1764,-0.0204,0.1245,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.380,0.0000,0.0000,0.1609,0.0093,0.0724,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.400,0.0000,0.0000,0.1392,0.0179,-0.0931,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.420,0.0000,0.0000,0.1182,-0.0235,-0.0602,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.440,0.0000,0.0000,0.1231,0.0095,0.0511,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.460,0.0000,0.0000,0.1100,-0.0012,0.0350,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.480,0.0000,0.0000,0.1238,-0.0067,-0.0340,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.500,0.0000,0.0000,0.0846,-0.0292,-0.0272,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.520,0.0000,0.0000,0.0949,0.0116,-0.0958,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.540,0.0000,0.0000,0.0629,0.0137,-0.0076,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.560,0.0000,0.0000,0.0684,0.0123,0.0270,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.580,0.0000,0.0000,0.0921,0.0003,-0.0316,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.600,0.0000,0.0000,0.0710,0.0067,-0.1726,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.620,0.0000,0.0000,0.0573,0.0035,-0.1029,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.640,0.0000,0.0000,0.0456,-0.0311,-0.0869,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.660,0.0000,0.0000,0.0342,-0.0162,0.0621,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.680,0.0000,0.0000,0.0485,-0.0072,-0.0258,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.700,0.0000,0.0000,0.0396,0.0118,-0.1886,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.720,0.0000,0.0000,0.0204,0.0118,-0.0518,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.740,0.0000,0.0000,0.0303,0.0192,-0.0009,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.760,0.0000,0.0000,0.0368,0.0092,0.1066,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.780,0.0000,0.0000,0.0233,-0.0062,0.0105,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.800,0.0000,0.0000,0.0364,0.0020,0.0414,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.820,0.0000,0.0000,0.0170,0.0002,0.0348,1,True,synthetic_planning_placeholder_not_measured
speed_100,speed_step,3.840,0.0000,0.0000,0.0212,-0.0036,-0.1628,1,True,synthetic_planning_placeholder_not_measured
